,g_t,g,g_err,r_t,r,r_err,i_t,i,i_err,z_t,z,z_err,sn,sn_type,redshift
208,0.9567857668017823,0.49824905317355084,-0.5770557214621257,0.8355656363644466,0.18519483737766085,-0.5436234636354214,0.9430596863126977,0.1582372601481048,-0.722285430600458,0.8625333474430963,0.09520980106931187,-0.8613130308394608,13643830,4,-0.685374805965501
209,-0.9161568565223704,0.41278041473689986,0.36438794315851064,-0.8518082585194564,0.5176842125003132,0.9027188720561838,-0.555670889386105,-0.08600026012422668,-0.6604235293317124,-0.6843552182457122,0.07159688729774838,-0.2607766279991762,18708006,4,-0.1782950389207716
210,-0.5557223579708008,-0.02932946875499165,-0.5190671488924443,-0.555696623678453,-0.10715200882862852,-0.713647823916625,-0.49114215133684924,-0.29298987004622534,-0.8958348779818437,-0.5556322879476299,-0.09333762017521119,-0.7406986399447711,18708006,4,-0.1782950389207716
211,-0.491193619921545,-0.16798476979702803,-0.5351778761984196,-0.4911678856291971,-0.29082956739257415,-0.8629347784448462,-0.34821389166561734,-0.4412314018572411,-0.9235300320474616,-0.4911035498983741,-0.16097327385562687,-0.8483520784931453,18708006,4,-0.1782950389207716
212,-0.34826536025031307,-0.16427933957339025,-0.6675429542783413,-0.3482396259579652,-0.3421363519749626,-0.8663673598694464,-0.22089348030026257,-0.3025918190194745,-0.8959701694307308,-0.3481752902271422,-0.21220545825793713,-0.8645369723572343,18708006,4,-0.1782950389207716
213,-0.22095781603108555,0.06741863175437945,-0.49645686241720755,-0.22091921459261044,-0.16489532809436414,-0.8334796329165379,-0.13088779283171503,-0.13312802302333315,-0.8099885907563802,-0.2208677460079146,-0.18515131698957898,-0.8786136801709326,18708006,4,-0.1782950389207716
214,-0.07936773956166465,0.07236450112611648,-0.3970238735415178,-0.1309135271240629,-0.08226574772432171,-0.7065793193491994,-0.0793162709769687,-0.05518723065687947,-0.7604821013960772,-0.13086205853936705,-0.17037757061830006,-0.8755868163130456,18708006,4,-0.1782950389207716
215,-0.04071483246295271,0.08128507798687923,-0.3864510602271477,-0.07934200526931656,-0.05311404117193452,-0.7056046817288119,-0.040663363878256864,-0.007435527373547024,-0.7233594678038859,-0.07927766953849369,-0.17561804674798653,-0.8680820127824065,18708006,4,-0.1782950389207716
216,0.04932945644406983,0.16870760460495005,-0.21860114995483604,-0.040689098170604954,-0.023023764573385508,-0.7042590429060458,0.04938092502876579,0.07565653355897783,-0.671084654534451,-0.04062476243978197,-0.18071144423740015,-0.8610255496858105,18708006,4,-0.1782950389207716
217,0.15245963300734156,0.2363651605321384,-0.28256575023314146,0.04935519073641759,0.07930182668852126,-0.6772984264351256,0.1525111015920375,0.17582808883479184,-0.5224094913460087,0.04941952646724057,-0.17663421006018465,-0.8423781832787645,18708006,4,-0.1782950389207716
218,0.23022866446693424,0.22609633616901048,-0.16702341724256198,0.15248536729968953,0.19267321738803855,-0.4742081477541852,0.23028013305162975,0.24407735522991936,-0.2087826849632437,0.15254970303051252,-0.13887972782921076,-0.7401037743907203,18708006,4,-0.1782950389207716
219,-0.9427087116292829,0.7407210526776999,0.0018513494495908667,-0.5908098419521906,0.45474529513367323,-0.5019977625253662,-0.7425091164768175,0.6841240732993756,0.15513660540792107,-0.5894403100163181,0.6189261365058372,-0.0719639533649914,12106355,4,0.8612790298631186
220,-0.8628154132630316,0.6955999019750216,-0.2072928303290723,-0.5073982632678125,0.31168785200490046,-0.7986371022406158,-0.5897236614513113,0.4413507840807178,-0.6556736285892981,-0.5069378171858517,0.3805349682455901,-0.69183734759172,12106355,4,0.8612790298631186
221,-0.5909160987403881,0.5230172812955851,-0.6758170031642472,-0.38933516534221224,0.2526444931698004,-0.7397512375130941,-0.5072093623110929,0.2827665364279741,-0.8099670614535437,-0.42428184232817967,0.20478119740062573,-0.8196786917699985,12106355,4,0.8612790298631186
222,-0.5075163263656761,0.47812761287842,-0.8135621637852982,-0.2598553658471572,0.4073540244519298,-0.6184436814520113,-0.4245651937631729,0.15062834195598085,-0.8749442795626873,-0.3888629129504996,0.17622829477297963,-0.8180902032322228,12106355,4,0.8612790298631186
223,-0.42486035150800405,0.46814088295237144,-0.8217912018092107,-0.2118509102306213,0.47511208409550565,-0.5588308523976552,-0.3891344580757409,0.1361148821103284,-0.8136732586500853,-0.36738723543779583,0.1730079635571966,-0.7971500194833475,12106355,4,0.8612790298631186
224,-0.38944142213032407,0.47696734424395726,-0.7844492628585626,-0.05904184258552514,0.6234999499466893,-0.35062291446671345,-0.2596664648905236,0.2653982735451277,-0.759674429593437,-0.2591942124988109,0.2801088968499754,-0.6652460135242344,12106355,4,0.8612790298631186
225,-0.2599616226352689,0.5523105538809359,-0.5834842676054254,0.0229765915433906,0.6753557199995224,-0.24789172216098831,-0.17891130590936843,0.40107455446893536,-0.6977616849525743,-0.17862795447437507,0.4275043140375103,-0.5926155685507701,12106355,4,0.8612790298631186
226,-0.2119571670187328,0.5885952838414681,-0.5100525318489714,0.10520753924861581,0.7120332026957719,-0.15633833498483551,-0.12956093097646404,0.46545100937508743,-0.6372902182238882,-0.1292775795414708,0.49156144445594263,-0.5310676078750469,12106355,4,0.8612790298631186
227,-0.1298915076506374,0.6517060162980499,-0.39188420014141256,0.24701312616703763,0.7147326209122813,-0.18268729994934263,-0.05885294162880572,0.5404365986463933,-0.5358303488283067,-0.0477786230434476,0.5352711717971215,-0.4950153957735306,12106355,4,0.8612790298631186
228,0.06921010069102529,0.7935993381274766,-0.22058868777050777,0.329515618997418,0.6853197065016023,-0.234285675763784,0.02316549250011013,0.6449746415882782,-0.34659758375428096,0.0336494955958917,0.5375932514614246,-0.5042392627445151,12106355,4,0.8612790298631186
229,0.2110274939192851,0.8787652043066145,-0.09302832615570722,0.4468467257159021,0.6437476038441923,-0.1403410517713195,0.10539644020524919,0.7644201170072815,-0.061442681679024114,0.1171319121390395,0.5604873515240674,-0.4688241540327257,12106355,4,0.8612790298631186
230,0.29328205424410014,0.9198735403486245,0.10783388857136655,0.5061380134941054,0.6288130128880158,0.07553789590712667,0.1876628068398165,0.8808431586107535,0.4198690688030018,0.19992956271425122,0.647773564172329,0.08483842092424698,12106355,4,0.8612790298631186
231,-0.568757675093077,0.44315039443884885,-0.4884875515582019,-0.5200470316279615,0.0970944022733986,-0.7381768357381322,-0.5200226397183596,0.12165548520824321,-0.6712028035491564,-0.456896377681432,0.05789711271430442,-0.7729295061091597,10783769,4,0.4584297642436339
232,-0.5200714235375635,0.23782894071120153,-0.761298542575867,-0.45695735745539234,0.02650478864142869,-0.8835965364922629,-0.45693296554579055,-0.03211462419522271,-0.8868087030236729,-0.3979777200499943,0.012140886314438548,-0.8336662829456702,10783769,4,0.4584297642436339
233,-0.45698174936499436,0.12089580291410362,-0.858235270556969,-0.3980386998239547,-0.0013587632015135132,-0.8645570624460331,-0.39801430791435277,-0.10850982012667276,-0.8655223429688226,-0.3368150067356227,0.027545747163167267,-0.8098149842443312,10783769,4,0.4584297642436339
234,-0.3980630917335567,0.18318967973263378,-0.690059781197133,-0.33687598650958317,0.04709092956043914,-0.8024714642197358,-0.33685159459998115,-0.07394630157573368,-0.8770031316240833,-0.20134234083410152,0.16517032840994972,-0.7013093081153243,10783769,4,0.4584297642436339
235,-0.2014277125176639,0.5076369122091262,-0.05010882690642182,-0.20140332060806188,0.23569952374383907,-0.6466901683435706,-0.20137892869845997,0.15228622182478424,-0.7089911080617108,-0.08067556405793463,0.28317711950762914,-0.6758889531778869,10783769,4,0.4584297642436339
236,-0.0807609357414969,0.7099227514719715,0.4257643264876285,-0.08072434787713834,0.4116141448129982,-0.5271977778697082,-0.08069995596753643,0.33546055384415485,-0.6025922668517818,0.004635139757466877,0.35990361917734326,-0.5834420916368298,10783769,4,0.4584297642436339
237,0.17542729075539487,0.7798091405667997,0.2175684325901308,0.053467742770592075,0.5166808519164328,-0.17630893215892862,0.004610747847865193,0.41292793773873293,-0.4929304702812767,0.09016537075919717,0.41275703582261003,-0.43485780994315293,10783769,4,0.4584297642436339
238,0.2731778684652073,0.8289334298551201,0.6581506758519693,0.09010439098523682,0.5376185770805983,0.012808538569249128,0.09012878289483872,0.4953509832951639,0.014357489598875395,0.17551266243895736,0.4427823258600754,-0.18710784246518353,10783769,4,0.4584297642436339
239,-0.5828630306771361,0.3711601963756539,-0.18886311657704902,-0.7524945789786953,0.44587312347245867,0.30214557400564757,-0.7032724900468428,0.5728361568354079,0.3355052327653989,-0.5827782693923212,0.22709521146459677,-0.3325599142478217,15669444,4,0.5463327855929412
240,-0.5088785378423328,0.015947318638178,-0.8191775236819212,-0.5828267044121902,0.1288056991988542,-0.6332667160856449,-0.5828024869022558,0.1570243482943543,-0.5548722228042217,-0.5087937765576062,0.001726742618548549,-0.646728761390591,15669444,4,0.5463327855929412
241,-0.3879968370289475,0.05377905198777211,-0.5833468454727585,-0.5088543203323983,-0.05017939013148354,-0.8246458161137487,-0.5088301028224638,-0.08863466098293804,-0.7822912363584966,-0.3879120757442208,-0.22076142584909964,-0.8747454529598833,15669444,4,0.5463327855929412
242,-0.268156489142481,0.4028804712100895,-0.6254938386443167,-0.38797261951901296,-0.1871259447086534,-0.8560124274189467,-0.38794840200907854,-0.2836337185162998,-0.8971517941161093,-0.26805961910283116,-0.10694816344588609,-0.8984764415730926,15669444,4,0.5463327855929412
243,-0.18347996567384672,0.49581677195742113,-0.4139746677020615,-0.2681201628776233,-0.03509872630298261,-0.9017085330793964,-0.2680959453676889,-0.17212138728448645,-0.9227287412954732,-0.183395204389032,-0.04854277439179033,-0.8170702966478558,15669444,4,0.5463327855929412
244,-0.026502066310459704,0.7005169626226886,-0.15832091420927863,-0.1834557481639123,0.10635030462051254,-0.7799766394486415,-0.18343153065397766,-0.05201651579737998,-0.8343558541856977,-0.0264173050256451,0.14783397260700393,-0.7243802537151283,15669444,4,0.5463327855929412
245,0.022477847522047734,0.7281688800783088,-0.15864074813612106,-0.026465740045514163,0.3179406154468756,-0.7117439002202717,-0.02644152253557963,0.11837196060707522,-0.7735750332650679,0.02256260880686245,0.1803404958201953,-0.6856909897564467,15669444,4,0.5463327855929412
246,0.1070817184609667,0.68601272981816,-0.10692313378695728,0.022502065031982266,0.3679743622057696,-0.6868279072564103,0.022526282541916798,0.15654998155791566,-0.7534424343352626,0.10717858850070461,0.1956338045434869,-0.621968991759492,15669444,4,0.5463327855929412
247,0.19185511196942717,0.562595640367638,-0.007049882973991228,0.10711804472591258,0.443524435762217,-0.40486841163643494,0.10714226223584711,0.23830959468672752,-0.5134656060227973,0.19193987325415374,0.25438472213885377,-0.3725827259461151,15669444,4,0.5463327855929412
248,-0.9690250413126399,0.3609435552402862,0.06699045604773501,-0.6195917264585543,-0.02359388006677643,-0.7085104858818809,-0.7754061383584618,0.6163257625609087,0.13923960876182595,-0.6190752716627196,0.08963144118318711,-0.7404114456206714,21501615,4,-0.21792322542528908
249,-0.6204438768716485,-0.006455275444604003,-0.7083526848245578,-0.5437116055821976,-0.20584953948834228,-0.8219812890594356,-0.6193851445402767,0.06933184326615671,-0.7426948251618166,-0.5431951507863629,-0.15761941683556357,-0.8208434486802246,21501615,4,-0.21792322542528908
250,-0.5438278079113285,-0.12611472288024084,-0.8301153003552528,-0.4521570816526017,-0.33311638995530524,-0.9163195621326651,-0.5435050236639201,-0.18530775331025828,-0.888659568433881,-0.4516406268567671,-0.35782938750100457,-0.9431044327320682,21501615,4,-0.21792322542528908
251,-0.4522732839817327,-0.1202954615248707,-0.9079267534614505,-0.39974983124640906,-0.33388779537728874,-0.8703990136120703,-0.4519504997343242,-0.36819400249035894,-0.9082047405037103,-0.38800048464147574,-0.39224105312876756,-0.9087993414937324,21501615,4,-0.21792322542528908
252,-0.4002404633024472,-0.05912807802991793,-0.8429304510962476,-0.23434227151414744,-0.1542726954457878,-0.877477288421416,-0.23494910589922258,-0.32454528569129326,-0.9242072246302159,-0.3239859126991832,-0.38331826748448616,-0.9285223862851532,21501615,4,-0.21792322542528908
253,-0.2344584738431844,0.25764530941914643,-0.766704885456552,-0.14406597320414605,-0.0809529244213899,-0.8828215593078045,-0.14385939128586855,-0.22275801066798961,-0.914008742100556,-0.2330382231546626,-0.2964672848527955,-0.9492170329650972,21501615,4,-0.21792322542528908
254,-0.14418217553327706,0.39144549464392075,-0.7325913270807172,-0.05362182708560892,0.005901214126092125,-0.8494737941744582,-0.05341524516733143,-0.12165118978469702,-0.8858036413868939,-0.14354951840840535,-0.2168218041459078,-0.9370835235400192,21501615,4,-0.21792322542528908
255,-0.053738029414645894,0.45581460625726966,-0.6553212056649598,-0.014874806029003484,0.034814681839818507,-0.8169373572311824,-0.014668224110631956,-0.09383216871166733,-0.8394571078557423,-0.05310537228977419,-0.15645685528327247,-0.9335708819496245,21501615,4,-0.21792322542528908
256,-0.014991008358040459,0.4608005845571972,-0.6202950268899841,0.12671127624598322,0.11675615955881335,-0.8050261787537494,0.12691785816435464,0.016165919013019225,-0.8200982405013747,-0.014358351233168754,-0.14053148053537257,-0.9162328478635509,21501615,4,-0.21792322542528908
257,0.1265821625470951,0.42661630506218073,-0.6667248794895881,0.1788086537747129,0.13465269472965535,-0.7989319452132657,0.17901523569299016,0.02787936063769547,-0.813649134500127,0.1272148196719669,-0.12033305057055055,-0.8992715700590266,21501615,4,-0.21792322542528908
258,0.17869245144567558,0.4150463467051744,-0.6726415833661092,0.2693173567427882,0.1737758888181844,-0.7384607884073568,0.2695239386610657,0.019407809976528023,-0.7941512085092146,0.17941548815978803,-0.09220167689212067,-0.8732683890188097,21501615,4,-0.21792322542528908
259,0.2692011544136572,0.4194112734922786,-0.6222224995690344,0.3471212717335559,0.21097933666877422,-0.6540887844011838,0.34741823324116816,0.04025786116852781,-0.7275080770272299,0.2698338115385288,0.004225405470946519,-0.7801166343126378,21501615,4,-0.21792322542528908
260,0.346708107896907,0.4565142132935185,-0.4850164418803743,0.4371006085358513,0.245553536962968,-0.5791557850474476,0.43730719045422295,0.11591992304053145,-0.620151161870423,0.35963238916234297,0.09352157973733699,-0.7234493112135406,21501615,4,-0.21792322542528908
261,0.5783639065634296,0.6362194865691495,-0.15540263728919534,0.5270153884887026,0.27070717672729483,-0.6114235420880809,0.5272219704070742,0.19240381045542487,-0.6119261656684474,0.6302676135437331,0.18741914953697192,-0.7078595452741845,21501615,4,-0.21792322542528908
262,0.6561290874445502,0.6911405098576735,0.06445550669733091,0.605180821836621,0.28045098709015304,-0.542258960566651,0.617098016250184,0.24683749457016946,-0.49349433537674836,0.6947986402818602,0.22694033816981363,-0.5098057353672989,21501615,4,-0.21792322542528908
263,-0.9339135900036252,0.24495926452774985,-0.014892735774139187,-0.9568119856681216,0.4050745951499013,-0.08548206255173985,-0.9457648609895103,0.2739017266526369,-0.03387524095477645,-0.9457384955368113,0.3568976356128051,-0.11597669192258131,19443928,4,-0.4552605452148979
264,-0.8676967555633692,0.20884325166011264,-0.17911836960800476,-0.9457912264422094,0.40217475164507754,-0.1265840374301691,-0.9338608590982269,0.2693506837626498,-0.07134165687706084,-0.9206649500250724,0.34274879504106526,-0.21986804294655649,19443928,4,-0.4552605452148979
265,-0.6291816877698456,-0.028834960565610857,-0.5081354182719962,-0.933887224550926,0.39900077615298213,-0.1592681096081071,-0.6291289568644475,-0.001923886207199299,-0.6633776345757585,-0.8675781110262712,0.3104000071595163,-0.36229566878628716,19443928,4,-0.4552605452148979
266,-0.5366125833621855,-0.1554670711912418,-0.8200011535846098,-0.7622217620622445,0.2859999744204669,-0.2576263828213734,-0.5365598524567874,-0.1886820940753765,-0.8696663167808689,-0.7621558484305446,0.22293726450621354,-0.4991498449886339,19443928,4,-0.4552605452148979
267,-0.47233360969497595,-0.21055816467313015,-0.8157690126887717,-0.6291553223171464,0.008185019784876513,-0.6467709759395284,-0.4722808787895779,-0.28844564690142627,-0.8850360076216232,-0.6290894086853509,0.029429877556928163,-0.7166342828544403,19443928,4,-0.4552605452148979
268,-0.40531262894754205,-0.20325296102186519,-0.7986192123333602,-0.5365862179094865,-0.2358551042780903,-0.8991732287927703,-0.405259898042144,-0.33026359971503205,-0.8988532983875399,-0.5364939388250876,-0.14976584848106012,-0.8559950453748957,19443928,4,-0.4552605452148979
269,-0.3401767780677565,-0.13132997836694127,-0.6778478806189687,-0.4723072442422769,-0.32718198243541396,-0.8938592360948037,-0.34012404716235833,-0.31280242643799305,-0.8517737047791036,-0.4722017824314806,-0.25381367600764426,-0.8754845418986822,19443928,4,-0.4552605452148979
270,-0.2206489982808052,0.07373786059887899,-0.5677464307848574,-0.405286263494843,-0.35310260628129486,-0.9090499549825936,-0.22059626737540705,-0.20962888490611076,-0.8653567472825832,-0.40522034986314326,-0.30940776005900816,-0.8932839457916677,19443928,4,-0.4552605452148979
271,-0.15445852929324844,0.17531166982996815,-0.49167043042177205,-0.3401504126150574,-0.32606454077489877,-0.8269377693258005,-0.1543926156615486,-0.13916084158238362,-0.8534741813199944,-0.3400449508042611,-0.31741671500834157,-0.8670072500955581,19443928,4,-0.4552605452148979
272,-0.10189899934842883,0.22941760878141104,-0.41802537686909325,-0.22062263282810612,-0.1768713412848556,-0.8565912414826051,-0.10184626844303057,-0.08067210857241636,-0.811810348089529,-0.22053035374370733,-0.22018370934584386,-0.8580266717331352,19443928,4,-0.4552605452148979
273,-0.03656540757335203,0.2613416330543239,-0.3359561418092538,-0.15441898111424757,-0.04577042085619343,-0.7950503841258534,-0.03651267666795399,-0.022971375752761425,-0.7277478871985861,-0.15432670202984877,-0.14649665684601088,-0.8443816764478397,19443928,4,-0.4552605452148979
274,0.028478164222034863,0.26857356412090705,-0.2730759079554791,-0.10187263389572965,0.0513529887464137,-0.730221901777959,0.02854407785373425,0.025215383887210896,-0.6287513835118808,-0.101806720263934,-0.09068276166123301,-0.8023168740102788,19443928,4,-0.4552605452148979
275,0.17405501127030276,0.28413093903910625,-0.0392034142464851,-0.036539042120653065,0.14847030900740799,-0.5422059942836204,0.17412092490200282,0.13786035405734665,-0.4102829885312862,-0.036433580309952696,-0.027517645772780597,-0.6279732625318664,19443928,4,-0.4552605452148979
276,-0.6841789218485332,0.4179979574704549,-0.3931106060824341,-0.6969972256716743,0.18545149957858387,-0.5540693539282618,-0.6841244338408717,0.019067680618440885,-0.7617341301314501,-0.6969427376639138,0.03567129153125115,-0.669784443338182,17828502,4,-0.8194223053288274
277,-0.6140528558750813,0.12844107489040568,-0.8023717860225347,-0.6841516778447521,0.13393990603286676,-0.6319655035484564,-0.6139847458653311,-0.2538297404117468,-0.9230225339000713,-0.6840563238311215,-0.023742723033534197,-0.729179248487882,17828502,4,-0.8194223053288274
278,-0.561104134344524,-0.059513266503274154,-0.883939575056286,-0.6140119898692113,-0.14991489061796315,-0.9092290266438336,-0.5610496463367636,-0.4224331856732986,-0.9621603462772025,-0.6139166358556799,-0.32981887213428585,-0.9146389748695116,17828502,4,-0.8194223053288274
279,-0.5065888825911979,-0.18324014260710864,-0.9347595455032668,-0.5610768903406438,-0.33201400831142747,-0.9445021415843173,-0.5065207725815468,-0.5464359169108077,-0.9789238417238623,-0.5609679143251227,-0.4851054993963052,-0.9657796222264888,17828502,4,-0.8194223053288274
280,-0.4252246650193635,-0.2041348076740992,-0.8813308676968633,-0.5065480165854273,-0.47471404429681063,-0.9792217833642551,-0.42515655500961325,-0.599026110206589,-0.9815548683961647,-0.5064935285776666,-0.5848032868906301,-0.9668467206233367,17828502,4,-0.8194223053288274
281,-0.2744291035727763,0.006760284616486034,-0.7433303567427157,-0.42518379901349357,-0.5260562938334963,-0.9737179414764687,-0.27437461556501574,-0.5583501189643437,-0.9685155317348784,-0.4250884449999621,-0.6255832237119696,-0.9739095478447716,17828502,4,-0.8194223053288274
282,-0.20704105998864764,0.07077194007352205,-0.8319021301586775,-0.27440185956889596,-0.4320945645802048,-0.9487038382123665,-0.20697294997889748,-0.5050519516065132,-0.9660368215432652,-0.2742928835533749,-0.5711708923409875,-0.9610321687671711,17828502,4,-0.8194223053288274
283,-0.12540440237801043,0.14972061458388786,-0.7845713840187072,-0.20701381598476742,-0.35911366193484595,-0.9471391924182739,-0.1253499143702499,-0.41417415258656565,-0.953901639680494,-0.20694570597501716,-0.5113645479638329,-0.9524733852542261,17828502,4,-0.8194223053288274
284,-0.043549792736430004,0.2297519705076958,-0.6020030204697666,-0.12537715837413022,-0.2553220680331729,-0.9318085397735985,-0.04348168272667974,-0.32427819506814226,-0.9170577080232715,-0.12530904836447898,-0.4483800254035629,-0.9381421298246605,17828502,4,-0.8194223053288274
285,0.05199492885226187,0.2910111465723655,-0.3980957551120352,-0.04350892673055995,-0.16537785544069816,-0.8765610599875856,0.05206303886191299,-0.24379908844219667,-0.8795141474132848,-0.043413572717028615,-0.4071198120607532,-0.9190715158342179,17828502,4,-0.8194223053288274
286,0.17459294628851496,0.3381773497225493,-0.501719620669507,0.05203579485803278,-0.12960149122008024,-0.8023189293663721,0.17464743429627538,-0.14849742773789487,-0.8375908441167297,0.052090282865793425,-0.36549483483386647,-0.9113556591659089,17828502,4,-0.8194223053288274
287,0.28321478973706204,0.38700742901358653,-0.3278964895806563,0.17462019029239517,-0.061967331262526515,-0.8266310911753179,0.28326927774472366,-0.08301157160577366,-0.7660500403747382,0.1746883003020463,-0.31160576957097064,-0.8393000385055609,17828502,4,-0.8194223053288274
288,-0.8401617362815678,0.16639487190579216,-0.5073143563675601,-0.7868595665090725,-0.07315558076002904,-0.4228769163150643,-0.7868336916693718,-0.1783732021294393,-0.675849279386299,-0.7867948794097737,-0.0782725571167957,-0.5280148074809261,11615246,4,-0.24113938481671493
289,-0.7868854413487731,0.05912702928115676,-0.6144376040356856,-0.6207689705041579,-0.2760234489623591,-0.768101365277688,-0.6207430956644573,-0.35800271559276997,-0.8674409236263854,-0.6207172208247564,-0.2787195893301989,-0.8104631909739284,11615246,4,-0.24113938481671493
290,-0.620807782763662,-0.24383475533534493,-0.8083692887138727,-0.530000032852693,-0.3670817747325923,-0.8598663244100886,-0.5299741580129924,-0.42873613446971015,-0.9114825951654477,-0.5299353457533943,-0.3733550496026271,-0.8741023413379699,11615246,4,-0.24113938481671493
291,-0.5300259076922995,-0.29708299579911157,-0.8819339378947271,-0.450848898224389,-0.41658878541752087,-0.8605312968549172,-0.45082302338468827,-0.46662020195252807,-0.9155400512796338,-0.439308719720236,-0.4415055278129103,-0.8823553526369742,11615246,4,-0.24113938481671493
292,-0.4393992816591413,-0.27281208254878664,-0.8414571699926814,-0.4393734068194406,-0.42118751078886607,-0.85737251607969,-0.43934753197973997,-0.47062675589463454,-0.914527699234597,-0.40049646017711305,-0.45869726084840445,-0.875371266538857,11615246,4,-0.24113938481671493
293,-0.25853415218824105,-0.09842129872190164,-0.7413664653480001,-0.4005482098565144,-0.4320827827757622,-0.8443867847539008,-0.4005223350168138,-0.48202526232592235,-0.9083964121090348,-0.2584435902492416,-0.47194011293212057,-0.8998813610240496,11615246,4,-0.24113938481671493
294,-0.206810347637017,-0.05124218114746637,-0.7209143387858998,-0.2585082773485404,-0.4201766879917924,-0.8684927709586618,-0.2584824025088397,-0.4977700505465429,-0.9256710082472893,-0.20671978569811167,-0.4676200131500209,-0.9051755612103568,11615246,4,-0.24113938481671493
295,-0.11618372160385881,0.008380448268317187,-0.6721721950375337,-0.2067844727974104,-0.4000916549960939,-0.8680364068465654,-0.2067585979577098,-0.4947453860072222,-0.9284933164854414,-0.11609315966495348,-0.45824555347311857,-0.9061610181831595,11615246,4,-0.24113938481671493
296,-0.0902830070687427,0.02133414476818385,-0.6606694780310873,-0.11614490934435484,-0.35510339316311557,-0.8357267082394022,-0.11611903450465422,-0.48243598278229416,-0.9215682217538357,-0.09019244512983737,-0.4538748621146673,-0.9067582685480854,11615246,4,-0.24113938481671493
297,-0.037977018624488545,0.045419313209411394,-0.6219313979041063,-0.09025713222904219,-0.3414625114057901,-0.8261641024152373,-0.09023125738934146,-0.4767467532169325,-0.9207822852635972,-0.037886456685583325,-0.44216851099683396,-0.8981268448856428,11615246,4,-0.24113938481671493
298,0.05259785772936221,0.09504911976756492,-0.5281361796722057,-0.037938206364890426,-0.3146859855100592,-0.8023194623859284,-0.03791233152528395,-0.4618163666656713,-0.9122594304709649,0.05268841966826776,-0.4140403702403861,-0.8777367619759444,11615246,4,-0.24113938481671493
299,0.11753076794501016,0.14014677234971784,-0.48698130430382613,0.1175695802045138,-0.2381438423994401,-0.7515332095937822,0.05264960740866975,-0.424396409916062,-0.890205922049865,0.11762132988391527,-0.38812746154451083,-0.874230134208995,11615246,4,-0.24113938481671493
300,0.20787277074155486,0.2078247807712139,-0.43077455389779806,0.20791158300105872,-0.1925898093959174,-0.7146455459091217,0.11759545504421487,-0.3957981652007657,-0.8835918248595493,0.2079633326804602,-0.34292327267697464,-0.8465931815865928,11615246,4,-0.24113938481671493
301,0.2980595244998956,0.2684436296125865,-0.19504423338030719,0.2980853993395962,-0.1548412394089771,-0.5778232415009739,0.20793745784075957,-0.3623866604017363,-0.8346902010111793,0.2981500864388009,-0.2938037996329861,-0.7257004820768124,11615246,4,-0.24113938481671493
302,-0.7525060973200253,-0.18186771242890143,-0.48020449009346833,-0.5855211953684176,-0.528373512874899,-0.8383591796706421,-0.5854935625863582,-0.5136158710735318,-0.9094497723529152,-0.5043913472582995,-0.5341236146454544,-0.8690569009180116,2356389,4,-0.9731810323825433
303,-0.6806608639799905,-0.2626078641638929,-0.6544094100295692,-0.5044466128224184,-0.5587708175101367,-0.8910374051731543,-0.5044189800403589,-0.5653825340739804,-0.9258426822881282,-0.40640550209520077,-0.5366166737590181,-0.9221975709353634,2356389,4,-0.9731810323825433
304,-0.5855488281504772,-0.3541266996398441,-0.7444456301193413,-0.4064745840503998,-0.5882273291047134,-0.9133931462391739,-0.4064469512683403,-0.6139774443810329,-0.9485132720069593,-0.3508359773848968,-0.5373466270064,-0.9366807833144617,2356389,4,-0.9731810323825433
305,-0.5044880619954575,-0.39875221773349456,-0.7788962518081048,-0.3509050593399953,-0.5969907259777508,-0.9109825367563147,-0.3508636101669562,-0.6286808359066918,-0.9476294830249875,-0.1733368018618091,-0.5309204955311768,-0.9495146119703157,2356389,4,-0.9731810323825433
306,-0.4065160332234389,-0.40052400198659266,-0.824315820334691,-0.17340588381700806,-0.5796459091719768,-0.9136598340304981,-0.17337825103494853,-0.6247240851466391,-0.951873065299228,-0.07671877941050509,-0.5192050015156595,-0.9522399608874905,2356389,4,-0.9731810323825433
307,-0.3509326921220548,-0.3714267758413229,-0.7987573595468018,-0.07678786136560367,-0.5500369134761597,-0.9176198140218641,-0.07676022858354414,-0.6023997591046377,-0.9525309102807935,0.02006503973325624,-0.5026983315588707,-0.9516441368118355,2356389,4,-0.9731810323825433
308,-0.17343351659906758,-0.22082938487308945,-0.7606922908436438,0.019995957778057294,-0.5139609449816241,-0.9085927720875101,0.02002359056011671,-0.5678967027632591,-0.9533972038382409,0.06151421281406888,-0.49426470827142555,-0.9496625821401118,2356389,4,-0.9731810323825433
309,-0.07681549414766309,-0.1406132964495702,-0.7473186990399194,0.061458947249949825,-0.49591276201288836,-0.8989943912297453,0.061486580032009464,-0.5474236430204928,-0.9473783659979552,0.07604905617435254,-0.49115288474720564,-0.9487226946755782,2356389,4,-0.9731810323825433
310,0.019968324996098463,-0.08408670072079605,-0.665933798784322,0.07597997421925373,-0.4892603141001838,-0.894944712901145,0.07600760700131337,-0.5394904711621056,-0.9437048461811266,0.08900883095764622,-0.4883248294898138,-0.9477985399722958,2356389,4,-0.9731810323825433
311,0.2155393399823824,-0.03655980575160411,-0.5684588146976063,0.08895356539352717,-0.4832088082798035,-0.8911527883912677,0.0889811981755868,-0.5321166435841451,-0.9398134702773937,0.2156360547195404,-0.45858465104538293,-0.938229622232522,2356389,4,-0.9731810323825433
